id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,3301.69,1997520496,66,1997520496,120071073,3513.08,3296.13,-174.92717985308582,-5.03154,-105902117.30393672,-5.03475,604999.999959841,604999.999959841,,3513.08,-5.92019,2024-11-23T14:42:55.844Z,2171.8,52.18226,2024-09-06T21:02:52.910Z,,2024-11-24T14:29:19.734Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,5.38,1824572839,67,2233996575,707084265,5.93,5.33,-0.5187332487709515,-8.78805,-176324556.24985528,-8.81227,339174733.0,415283608.0,500000000.0,20.87,-74.20854,2021-05-19T00:30:09.436Z,0.00851264,63124.23293,2019-09-28T00:00:00.000Z,"{'times': 140.68357216950085, 'currency': 'usd', 'percentage': 14068.357216950084}",2024-11-24T14:29:19.695Z
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.76,1766370869,68,1766370869,138343446,2.03,1.77,-0.21005013707746922,-10.63857,-207926833.442055,-10.53169,1000000000.0,1000000000.0,1000000000.0,15.72,-88.78948,2021-04-16T13:15:11.190Z,0.04039979,4262.05661,2020-03-13T02:24:16.483Z,"{'times': 10.762473328735227, 'currency': 'usd', 'percentage': 1076.2473328735227}",2024-11-24T14:29:19.835Z
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.617871,1755243846,69,9263518923,626498380,0.681466,0.590328,-0.04962344016729436,-7.43429,-139689111.63468385,-7.37172,2842187500.0,15000000000.0,,1.52,-59.24568,2024-04-11T13:15:15.057Z,0.195078,217.06764,2024-09-06T21:04:48.253Z,,2024-11-24T14:29:24.058Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3674.8,1708239962,70,1708239962,48812461,3877.59,3673.64,-149.2501389667018,-3.90293,-71328575.7977364,-4.00819,465151.376862169,465151.376862169,,4814.31,-23.71357,2021-12-01T08:03:50.749Z,887.26,313.93176,2022-06-18T20:55:45.957Z,,2024-11-24T14:29:27.742Z
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,5.82,1698432152,71,3240069748,188396574,6.23,5.75,-0.24509631496452844,-4.04262,-59826986.756617546,-3.40263,290928874.26326,555000000.0,555000000.0,16.83,-65.30641,2021-09-12T20:20:23.998Z,0.134391,4245.46712,2022-12-29T22:15:53.927Z,,2024-11-24T14:29:26.833Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,2.38,1638690733,72,23891278735,1448613375,2.66,2.28,-0.039969396084296165,-1.64856,-13047113.017203093,-0.7899,685894945.482586,10000000000.0,10000000000.0,11.74,-79.65331,2024-03-10T00:10:42.330Z,0.973104,145.48524,2023-09-13T07:36:44.064Z,,2024-11-24T14:29:24.006Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,96946.0,1611534566,73,1611534566,397538647,99337.0,96611.0,-2390.086358999426,-2.40605,-20256278.83390069,-1.24135,16622.78518309,16622.78518309,,99693.0,-2.8062,2024-11-22T19:31:15.243Z,57439.0,68.69361,2024-09-12T14:07:41.775Z,,2024-11-24T14:29:24.493Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3457.13,1578876606,74,1578876606,29539270,3666.99,3439.89,-192.26312593143393,-5.26836,-87233361.20854521,-5.23575,456755.906660262,456755.906660262,,4729.53,-26.90054,2024-03-27T05:26:27.333Z,2142.02,61.40208,2023-12-18T10:41:32.686Z,,2024-11-24T14:29:27.108Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.154353,1528424440,75,1528424454,146349413,0.184597,0.152093,-0.02930398701148151,-15.95583,-291060698.22615886,-15.99687,9910070734.09817,9910070824.5596,9999998988.0,0.193396,-20.26064,2024-11-16T02:20:45.363Z,0.00084753,18095.57648,2024-02-29T08:40:24.951Z,,2024-11-24T14:29:19.151Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1708.66,1509588605,76,1561164555,335885279,1789.59,1643.62,-44.29808857184912,-2.52704,-38695193.485624075,-2.49923,884319.907445035,914533.198696331,1005577.0,6292.31,-72.93526,2021-05-03T21:54:29.333Z,168.36,911.53658,2020-03-16T20:52:36.527Z,,2024-11-24T14:29:27.023Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,96533.0,1490820349,77,1491358622,9449445,98800.0,96026.0,-1867.841044603265,-1.89819,-40457158.54620242,-2.64205,15452.5532704747,15458.1325387696,21000000.0,99219.0,-2.74372,2024-11-22T19:21:10.399Z,49058.0,96.69938,2024-08-05T06:28:45.311Z,,2024-11-24T14:29:28.713Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.405699,1471545076,78,4059447250,322986463,0.452522,0.401718,-0.026524385455604593,-6.13672,-93776025.49844122,-5.99085,3624988786.43857,10000000000.0,10000000000.0,1.2,-66.04882,2024-03-16T07:01:15.357Z,0.22352,81.72012,2024-08-05T11:30:50.894Z,,2024-11-24T14:29:26.711Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,3391.93,1452079201,79,1452079201,10158827,3571.74,3386.62,-142.6620029552323,-4.03616,-69675908.75858188,-4.57865,428485.942277327,428485.942277327,,4106.74,-17.56738,2024-03-12T00:44:29.429Z,2198.04,54.01428,2024-01-26T08:09:59.848Z,,2024-11-24T14:29:27.072Z
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.03622315,1450326530,80,1450331274,1250697614,0.04067654,0.03309986,0.00239837,7.09058,84948231.0,6.22159,39993392445.1887,39993523263.8179,50000000000.0,0.824837,-95.60773,2021-11-26T01:03:48.731Z,0.00013475,26786.2798,2020-12-28T08:46:48.367Z,,2024-11-24T14:29:25.066Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,1.069,1446146432,81,10712195794,355065489,1.19,1.058,-0.1127700493015471,-9.54463,-148712723.57457256,-9.32451,1350000000.0,10000000000.0,10000000000.0,2.0,-46.44739,2024-01-31T15:02:47.304Z,0.457464,134.12974,2024-02-21T18:31:05.083Z,,2024-11-24T14:29:26.271Z
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.985437,1416124066,82,9852533333,299437226,1.097,0.96687,-0.11205568483631234,-10.21016,-159326155.81847715,-10.11306,1437319741.0074873,10000000000.0,10000000000.0,1.48,-33.34264,2024-06-03T08:29:55.744Z,0.082171,1099.57012,2024-01-18T12:14:30.524Z,,2024-11-24T14:29:28.193Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,96.3,1400994562,83,1407575307,97296347,107.73,94.15,-7.716328944719706,-7.41809,-111774660.49535823,-7.38875,14544176.164091088,14612493.0,14612493.0,427.42,-77.48232,2021-09-11T09:15:00.668Z,0.215773,44504.95967,2018-08-23T00:00:00.000Z,"{'times': 11.53913959115413, 'currency': 'eth', 'percentage': 1153.913959115413}",2024-11-24T14:29:26.674Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,10.97,1379272238,84,3288797958,9742865,11.69,10.8,-0.03087262985145323,-0.28072,-4719063.183124304,-0.34097,125815473.19980882,300000000.0,,12.94,-14.92699,2021-05-12T11:39:16.531Z,0.25754,4175.07181,2020-03-13T02:18:02.481Z,,2024-11-24T14:29:24.911Z
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,20.76,1357139756,85,1357139756,417222906,23.52,20.34,-1.3893335377265394,-6.27277,-93980082.3502922,-6.47638,65454185.5381511,65454185.5381511,66000000.0,89.24,-76.78809,2021-11-05T04:14:42.689Z,0.298788,6832.40612,2020-01-31T06:47:36.543Z,"{'times': 27.053112230324714, 'currency': 'usd', 'percentage': 2705.311223032472}",2024-11-24T14:29:17.527Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,11.25,1355701881,86,1609352508,551482,11.82,11.26,-0.08150169740890156,-0.71917,-3040628.6472628117,-0.22378,120257114.14608,142757114.14608,,28.83,-60.97067,2021-12-01T15:09:35.541Z,0.342863,3181.8095,2019-02-07T00:00:00.000Z,,2024-11-24T14:29:26.038Z
popcat,popcat,Popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,1.38,1350334708,87,1350334708,144600527,1.58,1.36,-0.2003193187184813,-12.67951,-197389108.4692247,-12.75351,979978669.96,979978669.96,979978694.0,2.05,-32.96235,2024-11-17T15:50:59.669Z,0.00379728,36174.48915,2024-01-05T15:34:24.842Z,,2024-11-24T14:29:29.254Z
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.873726,1349676049,88,1349676049,288977295,0.990637,0.829534,0.03814746,4.56539,59791869.0,4.63544,1546208578.96295,1546208578.96295,,42.4,-97.9483,2021-04-05T13:49:10.098Z,0.391969,121.92105,2023-09-11T19:41:06.528Z,,2024-11-24T14:29:25.137Z
tezos,xtz,Tezos,https://coin-images.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,1.31,1329248498,89,1356100839,697583232,1.57,1.12,0.13364,11.39511,139991495.0,11.77134,1014605515.70564,1035101708.08795,,9.12,-85.62857,2021-10-04T00:41:18.025Z,0.350476,273.80841,2018-12-07T00:00:00.000Z,"{'times': 1.7796246660436403, 'currency': 'usd', 'percentage': 177.96246660436404}",2024-11-24T14:29:20.135Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,66.72,1314720009,91,1395225783,72033590,73.98,65.88,-7.15609037441223,-9.68699,-145323000.5615673,-9.95334,19788281.25,21000000.0,21000000.0,489.75,-86.45862,2021-04-16T17:09:04.630Z,21.43,209.3983,2023-06-10T04:32:12.266Z,,2024-11-24T14:29:19.562Z
the-sandbox,sand,The Sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.540627,1311117565,90,1642845174,2872161780,0.649955,0.409355,0.131103,32.01351,332260509.0,33.94372,2394232126.2233224,3000000000.0,3000000000.0,8.4,-93.44898,2021-11-25T06:04:40.957Z,0.02897764,1798.27766,2020-11-04T15:59:14.441Z,,2024-11-24T14:29:20.060Z
msol,msol,Marinade Staked SOL,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,303.11,1294752841,92,1294752841,8830588,325.39,302.04,-19.90705314936025,-6.16285,-78965730.98282671,-5.74832,4275206.0,4275256.0,4275206.0,325.39,-6.57523,2024-11-23T15:10:43.669Z,8.93,3304.13154,2022-12-29T20:45:33.039Z,,2024-11-24T14:29:27.736Z
matic-network,matic,Polygon,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.53734,1251976768,94,5374944958,48401368,0.604425,0.526967,-0.03999285314975487,-6.92718,-93342922.31460714,-6.93835,2329282956.712038,10000000000.0,10000000000.0,2.92,-81.6226,2021-12-27T02:08:34.307Z,0.00314376,16947.52709,2019-05-10T00:00:00.000Z,"{'times': 203.31175120074968, 'currency': 'usd', 'percentage': 20331.17512007497}",2024-11-24T14:29:27.121Z
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,1.3e-06,1251536424,93,1279654665,241718676,1.48e-06,1.27e-06,-9.6488139578e-08,-6.93141,-90778239.35373735,-6.76281,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-62.28461,2022-01-21T04:00:31.909Z,3.65368e-07,254.20285,2023-10-13T05:10:41.241Z,,2024-11-24T14:29:19.971Z
starknet,strk,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.581471,1222849200,95,5824602845,415871069,0.613458,0.561596,0.00460019,0.79744,12645440.0,1.0449,2099455075.0,10000000000.0,10000000000.0,4.41,-86.81859,2024-02-20T12:05:13.556Z,0.321161,81.1497,2024-08-05T13:30:55.185Z,,2024-11-24T14:29:28.608Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,0.798454,1211991731,96,1677899980,723455397,0.903442,0.751281,0.0102534,1.30086,18840383.0,1.57904,1516885789.1746,2100000000.0,2100000000.0,22.71,-96.47781,2018-04-29T07:50:33.540Z,0.402746,98.62012,2024-11-04T21:55:59.771Z,"{'times': -0.19348035167314698, 'currency': 'usd', 'percentage': -19.3480351673147}",2024-11-24T14:29:24.068Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.02458116,1188894547,97,1227689537,884073676,0.02867065,0.02353252,0.00099408,4.21451,49581715.0,4.3519,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.48913,2021-02-16T03:53:32.207Z,0.00275026,789.77239,2022-12-29T20:41:09.113Z,,2024-11-24T14:29:25.772Z
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.32,1178609906,98,1315818791,444704232,1.42,1.29,-0.04409238684373839,-3.24016,-33140212.026159048,-2.7349,895723570.893679,1000000000.0,1000000000.0,7.3,-81.97289,2021-08-20T08:35:20.158Z,0.40615,224.14076,2022-06-18T20:55:12.035Z,,2024-11-24T14:29:26.442Z
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.02221727,1164768887,99,1355078324,107953976,0.02430971,0.02206445,-0.001602597851499955,-6.72799,-86717405.98037982,-6.92915,52561007898.0,61148853857.0,61148853857.0,0.04416304,-49.82197,2024-03-10T10:40:22.381Z,0.0043383,410.80229,2023-10-29T08:20:14.064Z,,2024-11-24T14:29:18.390Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.02190067,1155662575,100,2252222825,31882208,0.02479694,0.02197777,-0.001649794907394933,-7.00536,-86295728.41359448,-6.94836,52731524825.2314,102766280054.393,,0.150073,-85.34708,2023-01-10T03:14:05.921Z,0.00827405,165.77148,2023-10-19T03:35:41.663Z,,2024-11-24T14:29:24.845Z
